PRODUCT_SKU,PRODUCT_TITLE,BRAND,CATEGORY,STOCK,PRICE,SHIPPING,IMAGES,PRODUCT_DESCRIPTION,PRODUCT_GTIN,HANDLING_DAYS,PRODUCT_LOCATION,KOGAN_FIRST_PRICE
SKU_AB_004_CONF-16 pack,Aether Brewing West Coast IPA-16 cans-375 ml,Aether Brewing,kogan:34057,300,115,0,https://www.onlycraftbeer.com.au/media/catalog/product/a/e/aether_west_coast_ipa.png,"<p>A true West Coast style, big and bold yet delicate and drinkable all year round. A strong bodied beer that delivers moderate clarity and heavy, resinous aromas leading into the powerful flavours of citrus and pine.</p>
<p>With moderate bitterness and a piney hop character, you‚Äôll enjoy a rich and creamy marshmallow-y mouthfeel right to the finish.</p> <p><strong>Tasting Notes:</strong></p> <p>Strong bodied with moderate clarity. Heavy resinous aromas lead into strong flavours of citrus and pine. Rich, marshmallow-like mouthfeel which follows through to the finish. Moderate bitterness.</p><p>Beer type: West Coast IPA</p> <p>ABV: 6.4% </p><p>IBU: 55</p><p><strong>About the brewery</strong></p><p> </p><p>Aether is an independent local brewery based in Northgate Brisbane.</p>
<p>We know you’ve heard it before, but here at Aether, we’re genuinely dedicated to doing things differently. Inspired by the word ‘quintessence’ or the mysterious fifth element, Aether Brewing cultivates this unknown essence in the magic we bring to our beer, ginger beer and seltzer range.</p>
<p>Aether Brewing is wholly-owned by Dave and Annie Ward and backed by their amazing families. Being independent and family-owned means we have the freedom to experiment, and can cultivate a workplace that really doesn’t feel like work.</p>
<p>For us, creativity is our passion, and this year we’re diving headfirst into some really exciting long term commitments to supporting the Australian arts community. Creativity, community, authenticity, quality, and balance are the five core pillars or values that help guide us in everything that we do…</p>
<p><span>Here at Aether Brewing, creativity is what enables our personal fulfilment, but also our existence and growth as a brewery. We’re lucky enough to express ourselves by brewing and sharing our craft beers with the good folk of Australia, and beyond!</span></p><p> </p>",917520026,3,AU,112
SKU_AB_004_CONF-8 pack,Aether Brewing West Coast IPA-8  cans-375 ml,Aether Brewing,kogan:34057,300,70,0,https://www.onlycraftbeer.com.au/media/catalog/product/a/e/aether_west_coast_ipa.png,"<p>A true West Coast style, big and bold yet delicate and drinkable all year round. A strong bodied beer that delivers moderate clarity and heavy, resinous aromas leading into the powerful flavours of citrus and pine.</p>
<p>With moderate bitterness and a piney hop character, you‚Äôll enjoy a rich and creamy marshmallow-y mouthfeel right to the finish.</p> <p>Tasting Notes:</p> <p>Strong bodied with moderate clarity. Heavy resinous aromas lead into strong flavours of citrus and pine. Rich, marshmallow-like mouthfeel which follows through to the finish. Moderate bitterness.</p><p>Beer type: West Coast IPA</p> <p>ABV: </p>6.4% <p>IBU: </p>55<p> </p><p>About the brewery</p><p> </p><p>Aether is an independent local brewery based in Northgate Brisbane.</p>
<p>We know you’ve heard it before, but here at Aether, we’re genuinely dedicated to doing things differently. Inspired by the word ‘quintessence’ or the mysterious fifth element, Aether Brewing cultivates this unknown essence in the magic we bring to our beer, ginger beer and seltzer range.</p>
<p>Aether Brewing is wholly-owned by Dave and Annie Ward and backed by their amazing families. Being independent and family-owned means we have the freedom to experiment, and can cultivate a workplace that really doesn’t feel like work.</p>
<p>For us, creativity is our passion, and this year we’re diving headfirst into some really exciting long term commitments to supporting the Australian arts community. Creativity, community, authenticity, quality, and balance are the five core pillars or values that help guide us in everything that we do…</p>
<p><span>Here at Aether Brewing, creativity is what enables our personal fulfilment, but also our existence and growth as a brewery. We’re lucky enough to express ourselves by brewing and sharing our craft beers with the good folk of Australia, and beyond!</span></p><p> </p>",917520028,3,AU, 
SKU_AB_007_CONF-16 pack,Aether Brewing Ginger Beerd-16 cans-375 ml,Aether Brewing,kogan:34057,300,114,0,https://www.onlycraftbeer.com.au/media/catalog/product/g/i/ginger_beerd.png,"<p>Ginger Beer, traditionally brewed and fermented gluten free ginger beer made from corn, ginger beer mother and truckloads of fresh QLD ginger. Semi-sweet with a rounded mouth feel and fresh ginger blast that lingers spicy and clean. Sorghum Base, Corn, Motueka Hops & QLD Ginger. </p><p>Tasting Notes:</p> <p>Little body and colour with high clarity. Low sweetness is met with blasts of ginger on the nose and in the mouth. Mild citrus on the nose as well. Clean finish with a lingering spice from the fresh ginger additions.</p> <p>Beer type: Ginger Beer</p><p>ABV: </p>4.3% <p>IBU: </p>6<p> </p><p>About the brewery</p><p> </p><p>Aether is an independent local brewery based in Northgate Brisbane.</p>
<p>We know you’ve heard it before, but here at Aether, we’re genuinely dedicated to doing things differently. Inspired by the word ‘quintessence’ or the mysterious fifth element, Aether Brewing cultivates this unknown essence in the magic we bring to our beer, ginger beer and seltzer range.</p>
<p>Aether Brewing is wholly-owned by Dave and Annie Ward and backed by their amazing families. Being independent and family-owned means we have the freedom to experiment, and can cultivate a workplace that really doesn’t feel like work.</p>
<p>For us, creativity is our passion, and this year we’re diving headfirst into some really exciting long term commitments to supporting the Australian arts community. Creativity, community, authenticity, quality, and balance are the five core pillars or values that help guide us in everything that we do…</p>
<p><span>Here at Aether Brewing, creativity is what enables our personal fulfilment, but also our existence and growth as a brewery. We’re lucky enough to express ourselves by brewing and sharing our craft beers with the good folk of Australia, and beyond!</span></p><p> </p>",917520029,3,AU,110
SKU_AB_007_CONF-8 pack,Aether Brewing Ginger Beerd-8  cans-375 ml,Aether Brewing,kogan:34057,300,69,0,https://www.onlycraftbeer.com.au/media/catalog/product/g/i/ginger_beerd.png,"<p>Ginger Beer, traditionally brewed and fermented gluten free ginger beer made from corn, ginger beer mother and truckloads of fresh QLD ginger. Semi-sweet with a rounded mouth feel and fresh ginger blast that lingers spicy and clean. Sorghum Base, Corn, Motueka Hops & QLD Ginger. </p><p><strong>Tasting Notes:</strong></p> <p>Little body and colour with high clarity. Low sweetness is met with blasts of ginger on the nose and in the mouth. Mild citrus on the nose as well. Clean finish with a lingering spice from the fresh ginger additions.</p> <p>Beer type: Ginger Beer</p><p>ABV: 4.3% </p><p>IBU: 6</p><p><strong>About the brewery</strong></p><p> </p><p>Aether is an independent local brewery based in Northgate Brisbane.</p>
<p>We know you’ve heard it before, but here at Aether, we’re genuinely dedicated to doing things differently. Inspired by the word ‘quintessence’ or the mysterious fifth element, Aether Brewing cultivates this unknown essence in the magic we bring to our beer, ginger beer and seltzer range.</p>
<p>Aether Brewing is wholly-owned by Dave and Annie Ward and backed by their amazing families. Being independent and family-owned means we have the freedom to experiment, and can cultivate a workplace that really doesn’t feel like work.</p>
<p>For us, creativity is our passion, and this year we’re diving headfirst into some really exciting long term commitments to supporting the Australian arts community. Creativity, community, authenticity, quality, and balance are the five core pillars or values that help guide us in everything that we do…</p>
<p><span>Here at Aether Brewing, creativity is what enables our personal fulfilment, but also our existence and growth as a brewery. We’re lucky enough to express ourselves by brewing and sharing our craft beers with the good folk of Australia, and beyond!</span></p><p> </p>",917520031,3,AU, 
SKU_AB_008_CONF-16 pack,Aether Brewing Blackberry Sour-16 cans-375 ml,Aether Brewing,kogan:34057,300,115,0,https://www.onlycraftbeer.com.au/media/catalog/product/b/l/blackberry_sour.png,"<p>A classic Berliner Weisse style, Witching Hour is brewed with wheat, Golden Promise and pilsner malts, resulting in low bitterness and residual sugars. Fresh QLD blackberries add delicious acidity and sweetness.</p>
<p>Pouring a dramatic purple, shows remarkable balance between juicy blackberry flavours and tart, refreshing lactic sourness. Wheat Malt Base, Motueka Hops & Blackberries.</p>
<p><span>Vegan friendly & all natural - free of preservatives and additives.</span></p> <p><strong>Tasting Notes:</strong></p> <p>Brilliant purple colour with moderate clarity. Little body and low bitterness. A moderate sweetness is present to balance the acidity presented by the beer and blackberry. A tart finish from the blackberry that dissipates quickly.</p> <p>Beer type: Sour Ale</p><p>ABV: 3.9% </p><p>IBU: 8</p><p><strong>About the brewery</strong></p><p> </p><p>Aether is an independent local brewery based in Northgate Brisbane.</p>
<p>We know you’ve heard it before, but here at Aether, we’re genuinely dedicated to doing things differently. Inspired by the word ‘quintessence’ or the mysterious fifth element, Aether Brewing cultivates this unknown essence in the magic we bring to our beer, ginger beer and seltzer range.</p>
<p>Aether Brewing is wholly-owned by Dave and Annie Ward and backed by their amazing families. Being independent and family-owned means we have the freedom to experiment, and can cultivate a workplace that really doesn’t feel like work.</p>
<p>For us, creativity is our passion, and this year we’re diving headfirst into some really exciting long term commitments to supporting the Australian arts community. Creativity, community, authenticity, quality, and balance are the five core pillars or values that help guide us in everything that we do…</p>
<p><span>Here at Aether Brewing, creativity is what enables our personal fulfilment, but also our existence and growth as a brewery. We’re lucky enough to express ourselves by brewing and sharing our craft beers with the good folk of Australia, and beyond!</span></p><p> </p>",917520032,3,AU,112
SKU_AB_008_CONF-8 pack,Aether Brewing Blackberry Sour-8  cans-375 ml,Aether Brewing,kogan:34057,300,70,0,https://www.onlycraftbeer.com.au/media/catalog/product/b/l/blackberry_sour.png,"<p>A classic Berliner Weisse style, Witching Hour is brewed with wheat, Golden Promise and pilsner malts, resulting in low bitterness and residual sugars. Fresh QLD blackberries add delicious acidity and sweetness.</p>
<p>Pouring a dramatic purple, shows remarkable balance between juicy blackberry flavours and tart, refreshing lactic sourness. Wheat Malt Base, Motueka Hops & Blackberries.</p>
<p><span>Vegan friendly & all natural - free of preservatives and additives.</span></p> <p>Tasting Notes:</p> <p>Brilliant purple colour with moderate clarity. Little body and low bitterness. A moderate sweetness is present to balance the acidity presented by the beer and blackberry. A tart finish from the blackberry that dissipates quickly.</p> <p>Beer type: Sour Ale</p><p>ABV: </p>3.9% <p>IBU: </p>8<p> </p><p>About the brewery</p><p> </p><p>Aether is an independent local brewery based in Northgate Brisbane.</p>
<p>We know you’ve heard it before, but here at Aether, we’re genuinely dedicated to doing things differently. Inspired by the word ‘quintessence’ or the mysterious fifth element, Aether Brewing cultivates this unknown essence in the magic we bring to our beer, ginger beer and seltzer range.</p>
<p>Aether Brewing is wholly-owned by Dave and Annie Ward and backed by their amazing families. Being independent and family-owned means we have the freedom to experiment, and can cultivate a workplace that really doesn’t feel like work.</p>
<p>For us, creativity is our passion, and this year we’re diving headfirst into some really exciting long term commitments to supporting the Australian arts community. Creativity, community, authenticity, quality, and balance are the five core pillars or values that help guide us in everything that we do…</p>
<p><span>Here at Aether Brewing, creativity is what enables our personal fulfilment, but also our existence and growth as a brewery. We’re lucky enough to express ourselves by brewing and sharing our craft beers with the good folk of Australia, and beyond!</span></p><p> </p>",917520034,3,AU, 
SKU_AB_010_CONF-16 pack,Aether Brewing Peanut Butter Stout-16 cans-375 ml,Aether Brewing,kogan:34057,0,142,0,https://www.onlycraftbeer.com.au/media/catalog/product/a/e/aether_peanut_butter.png,"<p>A rich, slick, chocolatey stoutwith a powerful peanut butter aroma. Formerly known as ‚Creature of the Night‚ our Peanut Butter Stout is a lactose-free, vegan friendly dessert beer with a lighter body to support the intense peanut character, and an oily slickness from the wheat and oats.</p>
<p>Flavours of peanut butter, caramel and chocolate dominate the palate with a subtle finishing malt character and a surprisingly dry finish.</p>
<p>Imagine the sensation of eating a square of dark chocolate layered with peanut brittle and finished with a dollop of smooth and creamy peanut butter on top. Sweet, decadent and moreish.</p> <p><strong>Tasting Notes:</strong></p> <p>Heavy aromas of peanut butter and peanut brittle, further accentuated by the mouthfeel and oily slickness of the malts. Subtleties of chocolate and caramel can also be found. Quite dry for a dessert beer due to the lack of lactose.</p> <p>Beer type: Stout</p><p>ABV: 7% </p><p>IBU: 23 </p><p><strong>About the brewery</strong></p><p> </p><p>Aether is an independent local brewery based in Northgate Brisbane.</p>
<p>We know you’ve heard it before, but here at Aether, we’re genuinely dedicated to doing things differently. Inspired by the word ‘quintessence’ or the mysterious fifth element, Aether Brewing cultivates this unknown essence in the magic we bring to our beer, ginger beer and seltzer range.</p>
<p>Aether Brewing is wholly-owned by Dave and Annie Ward and backed by their amazing families. Being independent and family-owned means we have the freedom to experiment, and can cultivate a workplace that really doesn’t feel like work.</p>
<p>For us, creativity is our passion, and this year we’re diving headfirst into some really exciting long term commitments to supporting the Australian arts community. Creativity, community, authenticity, quality, and balance are the five core pillars or values that help guide us in everything that we do…</p>
<p><span>Here at Aether Brewing, creativity is what enables our personal fulfilment, but also our existence and growth as a brewery. We’re lucky enough to express ourselves by brewing and sharing our craft beers with the good folk of Australia, and beyond!</span></p><p> </p>",917520035,3,AU,137
SKU_AB_010_CONF-4 pack,Aether Brewing Peanut Butter Stout-16 cans-375 ml,Aether Brewing,kogan:34057,0,50,0,https://www.onlycraftbeer.com.au/media/catalog/product/a/e/aether_peanut_butter.png,"<p>A rich, slick, chocolatey stoutwith a powerful peanut butter aroma. Formerly known as ‚Creature of the Night‚ our Peanut Butter Stout is a lactose-free, vegan friendly dessert beer with a lighter body to support the intense peanut character, and an oily slickness from the wheat and oats.</p>
<p>Flavours of peanut butter, caramel and chocolate dominate the palate with a subtle finishing malt character and a surprisingly dry finish.</p>
<p>Imagine the sensation of eating a square of dark chocolate layered with peanut brittle and finished with a dollop of smooth and creamy peanut butter on top. Sweet, decadent and moreish.</p> <p><strong>Tasting Notes:</strong></p> <p>Heavy aromas of peanut butter and peanut brittle, further accentuated by the mouthfeel and oily slickness of the malts. Subtleties of chocolate and caramel can also be found. Quite dry for a dessert beer due to the lack of lactose.</p> <p>Beer type: Stout</p><p>ABV: 7% </p><p>IBU: 23 </p><p><strong>About the brewery</strong></p><p> </p><p>Aether is an independent local brewery based in Northgate Brisbane.</p>
<p>We know you’ve heard it before, but here at Aether, we’re genuinely dedicated to doing things differently. Inspired by the word ‘quintessence’ or the mysterious fifth element, Aether Brewing cultivates this unknown essence in the magic we bring to our beer, ginger beer and seltzer range.</p>
<p>Aether Brewing is wholly-owned by Dave and Annie Ward and backed by their amazing families. Being independent and family-owned means we have the freedom to experiment, and can cultivate a workplace that really doesn’t feel like work.</p>
<p>For us, creativity is our passion, and this year we’re diving headfirst into some really exciting long term commitments to supporting the Australian arts community. Creativity, community, authenticity, quality, and balance are the five core pillars or values that help guide us in everything that we do…</p>
<p><span>Here at Aether Brewing, creativity is what enables our personal fulfilment, but also our existence and growth as a brewery. We’re lucky enough to express ourselves by brewing and sharing our craft beers with the good folk of Australia, and beyond!</span></p><p> </p>",917520036,3,AU,49
SKU_AB_010_CONF-8 pack,Aether Brewing Peanut Butter Stout-16 cans-375 ml,Aether Brewing,kogan:34057,0,88,0,https://www.onlycraftbeer.com.au/media/catalog/product/a/e/aether_peanut_butter.png,"<p>A rich, slick, chocolatey stoutwith a powerful peanut butter aroma. Formerly known as ‚Creature of the Night‚ our Peanut Butter Stout is a lactose-free, vegan friendly dessert beer with a lighter body to support the intense peanut character, and an oily slickness from the wheat and oats.</p>
<p>Flavours of peanut butter, caramel and chocolate dominate the palate with a subtle finishing malt character and a surprisingly dry finish.</p>
<p>Imagine the sensation of eating a square of dark chocolate layered with peanut brittle and finished with a dollop of smooth and creamy peanut butter on top. Sweet, decadent and moreish.</p> <p><strong>Tasting Notes:</strong></p> <p>Heavy aromas of peanut butter and peanut brittle, further accentuated by the mouthfeel and oily slickness of the malts. Subtleties of chocolate and caramel can also be found. Quite dry for a dessert beer due to the lack of lactose.</p> <p>Beer type: Stout</p><p>ABV: 7% </p><p>IBU: 23 </p><p><strong>About the brewery</strong></p><p> </p><p>Aether is an independent local brewery based in Northgate Brisbane.</p>
<p>We know you’ve heard it before, but here at Aether, we’re genuinely dedicated to doing things differently. Inspired by the word ‘quintessence’ or the mysterious fifth element, Aether Brewing cultivates this unknown essence in the magic we bring to our beer, ginger beer and seltzer range.</p>
<p>Aether Brewing is wholly-owned by Dave and Annie Ward and backed by their amazing families. Being independent and family-owned means we have the freedom to experiment, and can cultivate a workplace that really doesn’t feel like work.</p>
<p>For us, creativity is our passion, and this year we’re diving headfirst into some really exciting long term commitments to supporting the Australian arts community. Creativity, community, authenticity, quality, and balance are the five core pillars or values that help guide us in everything that we do…</p>
<p><span>Here at Aether Brewing, creativity is what enables our personal fulfilment, but also our existence and growth as a brewery. We’re lucky enough to express ourselves by brewing and sharing our craft beers with the good folk of Australia, and beyond!</span></p><p> </p>",917520037,3,AU,86
SKU_AB_014_CONF-16 pack,Aether Brewing Mexican Lager-16 cans-375 ml,Aether Brewing,kogan:34057,300,93,0,https://www.onlycraftbeer.com.au/media/catalog/product/m/e/mexican_lager.png,"<p>Our crisp new-world Mexican lager, brewed with barley malt, corn and agave makes for the perfect refreshment, any day.</p>
<p><span>Pouring a clear straw-yellow with delicate fruity aromas and a touch of earthiness and a twist of lime thanks to the addition of Taiheke hops. This full-strength lager carries a sweet, slightly grainy taste from the corn while a clean rounded mouthfeel finishes out the beer until the next sip. Vegan friendly & all natural - free of preservatives and additives.</span></p> <p>Tasting Notes:</p> <p>El Jefe is simply the boss of drinkability.</p><p>Beer type: Mexican Lager</p> <p>ABV: </p>4.2% <p>IBU: </p>20<p> </p><p>About the brewery</p><p> </p><p>Aether is an independent local brewery based in Northgate Brisbane.</p>
<p>We know you’ve heard it before, but here at Aether, we’re genuinely dedicated to doing things differently. Inspired by the word ‘quintessence’ or the mysterious fifth element, Aether Brewing cultivates this unknown essence in the magic we bring to our beer, ginger beer and seltzer range.</p>
<p>Aether Brewing is wholly-owned by Dave and Annie Ward and backed by their amazing families. Being independent and family-owned means we have the freedom to experiment, and can cultivate a workplace that really doesn’t feel like work.</p>
<p>For us, creativity is our passion, and this year we’re diving headfirst into some really exciting long term commitments to supporting the Australian arts community. Creativity, community, authenticity, quality, and balance are the five core pillars or values that help guide us in everything that we do…</p>
<p><span>Here at Aether Brewing, creativity is what enables our personal fulfilment, but also our existence and growth as a brewery. We’re lucky enough to express ourselves by brewing and sharing our craft beers with the good folk of Australia, and beyond!</span></p><p> </p>",917520038,3,AU,90
